IDA ID	IDA Text	Unique Proteins	Representative Accession	Representative Length	Representative Domains
cf6857e13e864c6038c09c2fcc322d7b5148acdf	PF08273:IPR013237-PF01612:IPR002562-PF00476:IPR001098	2	A0A938TXY6	944	PF08273{Prim_Zn_Ribbon}:IPR013237{Phage_T7_Gp4_N}[24-58],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[383-553],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[587-942]
d197d935e6627828e4d0e34f4effe96e3fe0fadd	PF00270:IPR011545-PF00271:IPR001650-PF21099:IPR048960-PF21099:IPR048960-PF00476:IPR001098	2	A0A653CWY1	1698	PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[182-338],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[396-518],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[635-664],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[664-737],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1476-1696]
d33b0054dff779301853ca4e3ae4abeecb7aa76f	PF18136:IPR041336-PF18136:IPR041336-PF00476:IPR001098-PF04880:IPR006964	2	A0A922HZ60	1328	PF18136{DNApol_Exo}:IPR041336{DNApol_Exo}[73-236],PF18136{DNApol_Exo}:IPR041336{DNApol_Exo}[242-312],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[651-854],PF04880{NUDE_C}:IPR006964{NUDE_dom}[1116-1293]
d5a374f054a2c879b4367b942385db9bb66df6a1	PF09250:IPR015330-PF13148:IPR025048-PF01612:IPR002562-PF00476:IPR001098	2	A0A142XEQ3	1452	PF09250{Prim-Pol}:IPR015330{DNA_primase/pol_bifunc_N}[18-153],PF13148{DUF3987}:IPR025048{DUF3987}[345-693],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[891-1053],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1147-1451]
d845bbc5cdd27d3c38411d10f138ea567c6bd10c	PF00270:IPR011545-PF20470:IPR046931-PF21099:IPR048960-PF21099:IPR048960-PF00476:IPR001098	2	A0A3M6UPC0	2331	PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[211-382],PF20470{HTH_61}:IPR046931{HTH_61}[594-689],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[735-764],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[789-923],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1850-2324]
d9bb80db5b45ab20b1c65eefb9b2e94d7c3ed7f0	PF20470:IPR046931-PF21099:IPR048960-PF00476:IPR001098-PF00476:IPR001098	2	A0A8B8T1A2	2078	PF20470{HTH_61}:IPR046931{HTH_61}[1-66],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[95-255],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1570-1726],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1812-2072]
dd16437850d322adff83740dded4945f2c1b7afb	PF14528:IPR004860-PF00476:IPR001098	2	A0A951LWI4	261	PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[2-67],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[183-258]
e0d4c0d21a6252ba4b728bb825749756f7eaeb24	PF00076:IPR000504-PF00076:IPR000504-PF00476:IPR001098	2	A0A813GVV8	1363	PF00076{RRM_1}:IPR000504{RRM_dom}[259-318],PF00076{RRM_1}:IPR000504{RRM_dom}[357-416],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[908-1297]
e52c19474eb9e94a26e20d3c0d7fe2fda5fcbdc4	PF02739:IPR020046-PF01367:IPR020045-PF14520-PF22619:IPR054690-PF00476:IPR001098	2	A0A970N6I2	863	PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[3-175],PF01367{5_3_exonuc}:IPR020045{DNA_polI_H3TH}[177-270],PF14520{HHH_5}[198-230],PF22619{DNA_polI_exo1}:IPR054690{DNA_polI_exonuclease}[324-429],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[495-862]
e81e4ceb2a95ac20b99e9d36051c08e1e7c15272	PF00270:IPR011545-PF21099:IPR048960-PF00476:IPR001098	2	G3R7G1	2506	PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[229-397],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[568-701],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[2014-2500]
eb0ecd864748456a7799e496b0f642cecd8d1641	PF00476:IPR001098-PF00686:IPR002044	2	A0AAD8HMA7	350	PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[214-255],PF00686{CBM_20}:IPR002044{CBM20}[258-332]
ece9728b76784b540de5ab44e4b703544b39b298	PF08706:IPR014818-PF19263:IPR045455-PF01612:IPR002562-PF00476:IPR001098	2	A0A2W6BY81	1394	PF08706{D5_N}:IPR014818{Phage/plasmid_primase_P4_C}[280-442],PF19263{DUF5906}:IPR045455{NrS-1_pol-like_helicase}[471-584],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[819-988],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1105-1342]
ed4aaa701b224b80339c466cbe022dea5ac3dc4d	PF02739:IPR020046-PF01367:IPR020045-PF01612:IPR002562-PF00476:IPR001098-PF01612:IPR002562-PF00476:IPR001098	2	A0A1T1H7N9	1030	PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[9-170],PF01367{5_3_exonuc}:IPR020045{DNA_polI_H3TH}[172-272],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[326-477],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[492-572],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[548-614],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[648-1027]
f16d49a4e39028a673c0e4e7482a7fc8195048cf	PF02739:IPR020046-PF01367:IPR020045-PF02037:IPR003034-PF00476:IPR001098	2	A0A812KZM3	1569	PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[502-673],PF01367{5_3_exonuc}:IPR020045{DNA_polI_H3TH}[674-723],PF02037{SAP}:IPR003034{SAP_dom}[1152-1184],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1237-1566]
f5a1c1327a3e0215f20a51f90cefe75f4a58001f	PF02037:IPR003034-PF01612:IPR002562-PF00476:IPR001098	2	A0AA36J2Y8	964	PF02037{SAP}:IPR003034{SAP_dom}[139-173],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[267-441],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[528-960]
f89e130aae609eee253da1382cc0bd27a7f5ac1f	PF01612:IPR002562-PF00476:IPR001098-PF14890-PF13392:IPR003615-PF00476:IPR001098	2	A0A8S5LXB4	1019	PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[15-216],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[358-441],PF14890{Intein_splicing}[467-763],PF13392{HNH_3}:IPR003615{HNH_nuc}[573-598],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[764-1013]
fce2c30715e7a8c1d93dca9fbdead19b010e543c	PF14890-PF00476:IPR001098	2	A0A1X9SIL0	859	PF14890{Intein_splicing}[350-750],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[746-859]
00c8ade29f4df79b5b742253eac1f5c9e7f30251	PF00270:IPR011545-PF00271:IPR001650-PF20470:IPR046931-PF21099:IPR048960-PF00476:IPR001098-PF12906:IPR011016	1	A0A498JDG5	2487	PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[528-703],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[832-908],PF20470{HTH_61}:IPR046931{HTH_61}[913-1004],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[1028-1212],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1738-2150],PF12906{RINGv}:IPR011016{Znf_RING-CH}[2354-2400]
0101d8210c0fc844730dbcb54fd95e581c1c221d	PF05193:IPR007863-PF01612:IPR002562-PF00476:IPR001098	1	A0A258CUL2	853	PF05193{Peptidase_M16_C}:IPR007863{Peptidase_M16_C}[1-88],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[243-436],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[469-753]
020b0b1a6774cbfdfd5c1c904cf034bba3ebc9f4	PF00916:IPR011547-PF00484:IPR001765-PF00476:IPR001098	1	A0A956L321	874	PF00916{Sulfate_transp}:IPR011547{SLC26A/SulP_dom}[1-368],PF00484{Pro_CA}:IPR001765{Carbonic_anhydrase}[558-672],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[672-871]
057f39c98c9239777ba8bb5d09f1a0278bd8c54d	PF00476:IPR001098-PF01628:IPR021153	1	A0A969S544	735	PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[130-390],PF01628{HrcA}:IPR021153{HrcA_C}[462-720]
06618350fd13e37b05ae20aa3c29e32a49d9f6ee	PF02536:IPR003690-PF02536:IPR003690-PF00476:IPR001098-PF02536:IPR003690-PF02536:IPR003690	1	A0A9D5CKJ5	1121	PF02536{mTERF}:IPR003690{MTERF}[3-120],PF02536{mTERF}:IPR003690{MTERF}[109-199],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[359-531],PF02536{mTERF}:IPR003690{MTERF}[578-732],PF02536{mTERF}:IPR003690{MTERF}[745-835]
07895a5485613b561abdd2ec927ee9c134b51edd	PF14890-PF13392:IPR003615-PF07460:IPR003611-PF07460:IPR003611-PF00476:IPR001098	1	A0A497QQI2	689	PF14890{Intein_splicing}[53-436],PF13392{HNH_3}:IPR003615{HNH_nuc}[163-209],PF07460{NUMOD3}:IPR003611{NUMOD3}[267-287],PF07460{NUMOD3}:IPR003611{NUMOD3}[276-303],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[538-669]
0b28486ee2139020c8c6d4cf1fc74511620a9c90	PF06565:IPR006602-PF06565:IPR006602-PF06565:IPR006602-PF13621:IPR041667-PF02739:IPR020046-PF01367:IPR020045-PF02037:IPR003034-PF00476:IPR001098	1	A0A812WMM7	1973	PF06565{DM10_dom}:IPR006602{DM10_dom}[106-211],PF06565{DM10_dom}:IPR006602{DM10_dom}[273-384],PF06565{DM10_dom}:IPR006602{DM10_dom}[443-538],PF13621{Cupin_8}:IPR041667{Cupin_8}[671-860],PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[916-1087],PF01367{5_3_exonuc}:IPR020045{DNA_polI_H3TH}[1088-1185],PF02037{SAP}:IPR003034{SAP_dom}[1562-1590],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1650-1969]
0c54f2690c13c871c8af8d0fda683258b891722d	PF00069:IPR000719-PF00892:IPR000620-PF00892:IPR000620-PF00892:IPR000620-PF00892:IPR000620-PF01612:IPR002562-PF00476:IPR001098-PF00476:IPR001098	1	A0AAD9H2S2	2015	PF00069{Pkinase}:IPR000719{Prot_kinase_dom}[20-282],PF00892{EamA}:IPR000620{EamA_dom}[402-534],PF00892{EamA}:IPR000620{EamA_dom}[553-685],PF00892{EamA}:IPR000620{EamA_dom}[755-883],PF00892{EamA}:IPR000620{EamA_dom}[901-1027],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[1276-1484],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1682-1805],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1832-2012]
0d599aa3c0526fb27fbbc44afa45ca861c02ef89	PF04851:IPR006935-PF00271:IPR001650-PF00476:IPR001098	1	C1FET8	1659	PF04851{ResIII}:IPR006935{Helicase/UvrB_N}[505-731],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1074-1204],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1555-1648]
0e7f82dd857f1b1c044f8bbfb107c06338595431	PF05837:IPR008426-PF18136:IPR041336-PF00476:IPR001098	1	A0A9W4SBT3	1383	PF05837{CENP-H}:IPR008426{CENP-H_C}[52-250],PF18136{DNApol_Exo}:IPR041336{DNApol_Exo}[338-668],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[983-1225]
11a79f037cfeb3744b6b308dec4cea5e2adeb521	PF03167:IPR005122-PF00476:IPR001098-PF00476:IPR001098-PF00476:IPR001098	1	A0A3N5PU26	1059	PF03167{UDG}:IPR005122{Uracil-DNA_glycosylase-like}[39-188],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[463-577],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[734-842],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[886-1013]
13892bf99238db1e983b173944de8c100bd2f457	PF00072:IPR001789-PF02739:IPR020046-PF01367:IPR020045-PF00476:IPR001098	1	A0A9P9Z3G5	1267	PF00072{Response_reg}:IPR001789{Sig_transdc_resp-reg_receiver}[50-156],PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[430-553],PF01367{5_3_exonuc}:IPR020045{DNA_polI_H3TH}[574-656],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[873-1210]
153a3659e4a7b270467b2ae803d004ebca5aa661	PF00106:IPR002347-PF00270:IPR011545-PF21099:IPR048960-PF00476:IPR001098	1	A0A9Q0LZL7	1992	PF00106{adh_short}:IPR002347{SDR_fam}[65-257],PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[428-582],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[801-965],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1570-1984]
188e7399a4ed1584e0570500a31b329daf50f674	PF02739:IPR020046-PF01367:IPR020045-PF01612:IPR002562-PF00476:IPR001098-PF02592:IPR003744	1	A0A926MY58	1031	PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[10-179],PF01367{5_3_exonuc}:IPR020045{DNA_polI_H3TH}[181-275],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[324-506],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[539-853],PF02592{Vut_1}:IPR003744{YhhQ}[886-1021]
18edda20e36b1ec1dc1007a572789da5052a9931	PF00188:IPR014044-PF02739:IPR020046-PF01367:IPR020045-PF01612:IPR002562-PF00476:IPR001098	1	F4Q2H1	1855	PF00188{CAP}:IPR014044{CAP_dom}[32-148],PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[778-961],PF01367{5_3_exonuc}:IPR020045{DNA_polI_H3TH}[964-1055],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[1175-1328],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1527-1853]
199c46ff0f0abaa04544136ca098ebbd71e063b3	PF00072:IPR001789-PF00179:IPR000608-PF00476:IPR001098	1	A0A1D6FHD1	387	PF00072{Response_reg}:IPR001789{Sig_transdc_resp-reg_receiver}[3-70],PF00179{UQ_con}:IPR000608{UBQ-conjugat_E2}[85-129],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[272-384]
19ecc8f06914931d2a4775b1b4e3b08c47cf4fdc	PF02739:IPR020046-PF01367:IPR020045-PF01612:IPR002562-PF00476:IPR001098-PF14890-PF14528:IPR004860-PF00476:IPR001098	1	A0A7C5UR57	1382	PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[6-172],PF01367{5_3_exonuc}:IPR020045{DNA_polI_H3TH}[174-267],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[320-527],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[562-776],PF14890{Intein_splicing}[822-1212],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[1011-1089],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1213-1379]
1ad22cd1c10b3a646e958e40387479243f48c683	PF00876:IPR000990-PF00476:IPR001098-PF00240:IPR000626	1	A0A915DKA8	1289	PF00876{Innexin}:IPR000990{Innexin}[17-332],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[707-1089],PF00240{ubiquitin}:IPR000626{Ubiquitin-like_dom}[1100-1163]
1bcea86e58ab143162665ff088b0c3f848fae742	PF01807:IPR002694-PF01612:IPR002562-PF00476:IPR001098	1	A0A7V1QVR5	1339	PF01807{zf-CHC2}:IPR002694{Znf_CHC2}[20-101],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[765-931],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[966-1321]
1d1e074383b8ce0199d086bf37c8bca0c0c95c37	PF17941:IPR041108-PF13090:IPR025200-PF00476:IPR001098	1	A0A3D2SET5	352	PF17941{PP_kinase_C_1}:IPR041108{PP_kinase_C_1}[1-96],PF13090{PP_kinase_C}:IPR025200{PPK_C_dom2}[105-151],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[143-350]
1d98b27268162963b2081dfa37499e8d8a36d059	PF21099:IPR048960-PF00476:IPR001098-PF00413:IPR001818	1	A0AA39I833	1891	PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[109-269],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[976-1349],PF00413{Peptidase_M10}:IPR001818{Pept_M10_metallopeptidase}[1542-1717]
1dca812749e951496b8585a3dcb97376d4200539	PF00668:IPR001242-PF00476:IPR001098	1	A0A2V2PXZ0	250	PF00668{Condensation}:IPR001242{Condensatn}[50-171],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[211-250]
1eb879f282567b097bd3114f0861e15da5f2a8be	PF00078:IPR000477-PF13966:IPR026960-PF00270:IPR011545-PF00271:IPR001650-PF20470:IPR046931-PF21099:IPR048960-PF00476:IPR001098	1	A0A2N9H2K4	3322	PF00078{RVT_1}:IPR000477{RT_dom}[1021-1257],PF13966{zf-RVT}:IPR026960{RVT-Znf}[1515-1582],PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[1613-1776],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1903-1981],PF20470{HTH_61}:IPR046931{HTH_61}[1986-2077],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[2101-2285],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[2931-3312]
201d463aa4bda8568be800db27cec2ff3838ef1f	PF18049:IPR040940-PF00476:IPR001098-PF00476:IPR001098-PF01400:IPR001506-PF01549:IPR003582-PF01549:IPR003582-PF01549:IPR003582	1	A0A2B4RZ21	1070	PF18049{DNA_pol_P_Exo}:IPR040940{DNA_pol_P_Exo}[151-296],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[419-569],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[570-655],PF01400{Astacin}:IPR001506{Peptidase_M12A}[715-903],PF01549{ShK}:IPR003582{ShKT_dom}[913-948],PF01549{ShK}:IPR003582{ShKT_dom}[982-1018],PF01549{ShK}:IPR003582{ShKT_dom}[1027-1056]
2300a0ba676e3c794ea621971c347df7b6d7fdcb	PF03167:IPR005122-PF01612:IPR002562-PF03161:IPR004860-PF00476:IPR001098-PF00476:IPR001098	1	A0A2D6XAG9	1341	PF03167{UDG}:IPR005122{Uracil-DNA_glycosylase-like}[26-239],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[279-400],PF03161{LAGLIDADG_2}:IPR004860{LAGLIDADG_dom}[536-709],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[875-1105],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1253-1340]
2527bec1a084cbcde9bbdad5626cf2d5c2ca2ae0	PF00270:IPR011545-PF00271:IPR001650-PF20470:IPR046931-PF21099:IPR048960-PF14520-PF00270:IPR011545-PF00271:IPR001650-PF20470:IPR046931-PF21099:IPR048960-PF00476:IPR001098	1	A0AA35ZBS0	3084	PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[273-428],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[559-634],PF20470{HTH_61}:IPR046931{HTH_61}[639-730],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[754-932],PF14520{HHH_5}[942-992],PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[1550-1725],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1855-1930],PF20470{HTH_61}:IPR046931{HTH_61}[1935-2026],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[2050-2226],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[2665-3076]
27233aa32110ed945ea2191e7afca4e6a940010f	PF02037:IPR003034-PF18953-PF00476:IPR001098-PF00476:IPR001098	1	A0A7S1YXE2	725	PF02037{SAP}:IPR003034{SAP_dom}[112-143],PF18953{SAP_new25}[176-210],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[404-516],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[538-722]
2890f44c899102f019b38c881f440199f92f2193	PF03372:IPR005135-PF02739:IPR020046-PF01367:IPR020045-PF22619:IPR054690-PF00476:IPR001098	1	A0A2E7DAD1	1156	PF03372{Exo_endo_phos}:IPR005135{Endo/exonuclease/phosphatase}[4-252],PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[277-439],PF01367{5_3_exonuc}:IPR020045{DNA_polI_H3TH}[440-534],PF22619{DNA_polI_exo1}:IPR054690{DNA_polI_exonuclease}[600-714],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[779-1153]
28d24af35915577d2c09a76f9a825d53550fbdeb	PF00171:IPR015590-PF00476:IPR001098	1	A0A0F9TQT9	587	PF00171{Aldedh}:IPR015590{Aldehyde_DH_dom}[46-408],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[480-586]
295503d439b8ed2703b9c667e05a20184b6bd8f6	PF00270:IPR011545-PF00271:IPR001650-PF20470:IPR046931-PF21099:IPR048960-PF00476:IPR001098-PF20470:IPR046931-PF21099:IPR048960-PF00476:IPR001098	1	A0A8X8BY06	3707	PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[515-689],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[854-932],PF20470{HTH_61}:IPR046931{HTH_61}[937-1028],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[1083-1247],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1825-2182],PF20470{HTH_61}:IPR046931{HTH_61}[2493-2540],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[2560-2639],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[3278-3688]
296b9f4b5f9e76681d522921d3a6060f50ae1956	PF02074:IPR001333-PF00476:IPR001098	1	A0A9D8T8A1	571	PF02074{Peptidase_M32}:IPR001333{Peptidase_M32_Taq}[1-161],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[192-569]
29e67c777d37255c7d52ed4c791059a3f8795fd2	PF21099:IPR048960-PF21099:IPR048960-PF00476:IPR001098	1	A0A199VCF5	1395	PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[445-496],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[490-550],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1025-1348]
2aac0b785b8fc93eb4c7d74de611a1e8d354cf09	PF17764:IPR041222-PF00270:IPR011545-PF01612:IPR002562-PF00476:IPR001098	1	A0A087N744	1007	PF17764{PriA_3primeBD}:IPR041222{PriA_3primeBD}[6-101],PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[213-356],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[403-592],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[627-1004]
2e39232e60c677d8c9cb41272b27aa69ef1cdaff	PF00271:IPR001650-PF20470:IPR046931-PF21099:IPR048960-PF17917:IPR041373-PF17921:IPR041588-PF21099:IPR048960-PF00476:IPR001098-PF00476:IPR001098	1	A0A388KCX5	2559	PF00271{Helicase_C}:IPR001650{Helicase_C-like}[234-317],PF20470{HTH_61}:IPR046931{HTH_61}[322-413],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[437-524],PF17917{RT_RNaseH}:IPR041373{RT_RNaseH}[825-928],PF17921{Integrase_H2C2}:IPR041588{Integrase_H2C2}[1019-1067],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[1285-1366],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[2018-2135],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[2181-2547]
304b96172aeaf96e7af67fa716b661967cbafdc1	PF00672:IPR003660-PF00476:IPR001098	1	A0A0G1MZ22	552	PF00672{HAMP}:IPR003660{HAMP_dom}[64-91],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[168-549]
30f86011577cfe439c275d9725ce373c67747fb4	PF00476:IPR001098-PF00156:IPR000836	1	A0A6N2HRC4	728	PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[135-427],PF00156{Pribosyltran}:IPR000836{PRibTrfase_dom}[600-701]
31caed446228b8e26a4b14f85d462eb23be3cae0	PF01895:IPR026022-PF01895:IPR026022-PF02739:IPR020046-PF01367:IPR020045-PF22619:IPR054690-PF00476:IPR001098	1	A0A8J4SGM8	988	PF01895{PhoU}:IPR026022{PhoU_dom}[1-85],PF01895{PhoU}:IPR026022{PhoU_dom}[101-185],PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[184-292],PF01367{5_3_exonuc}:IPR020045{DNA_polI_H3TH}[294-386],PF22619{DNA_polI_exo1}:IPR054690{DNA_polI_exonuclease}[447-566],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[611-986]
